symbol,company,Business Content
ARVN,Arvinas Inc,病気を引き起こすタンパク質を分解するための治療法の発見、開発、および商業化に従事している。
ARW,Arrow Electronics,電子部品・コンピューター製品を販売
ARWR,Arrowhead Pharmaceuticals Inc,遺伝子の抑制による難病治療向け医薬品を開発しているバイオテクノロジー会社。
ARYD,ARYA Sciences Acquisition Corp4 A,ブランクチェックカンパニー。
AS,Amer Sports Inc,スポーツ用品の大手企業。
ASAN,Asana Inc A,作業管理プラットフォームを提供しているソフトウェア会社
ASB,Associated Banc Corp,米国中西部地域の銀行
ASC,Ardmore Shipping Corp,石油製品と化学物質の国産石油会社等への船舶輸送をケミカルタンカーで提供。
ASGN,ASGN Incorporated,デジタルマーケティング等のソリューションを提供する会社。
ASH,Ashland Inc,世界的な特殊化学品を取扱う子会社を傘下に持つ持株会社
ASIX,Advansix,主に「ナイロン6」樹脂製造プロセスの一部として製造された多様な他の製品を販売している会社。
ASLE,AerSale Corp,中古商用機、エンジン、部品のアフターマーケット・プロバイダー
ASM,Avino Silver &amp; Gold Mines Ltd,金、銀の生産と販売などを行う企業
ASMB,Assembly Biosciences Inc,特殊医薬品企業
ASO,Academy Sports and Outdoors Inc ,スポーツ用品及びアウトドアレクリエーション製品のフルライン小売業者。
ASPN,Aspen Aerogels Inc,エネルギーインフラおよび建築資材市場で使用される断熱材を提供
ASPS,Altisource Portfolio Solutions,ルクセンブルグの不動産関連サービス会社
ASRT,Assertio Holdings Inc,希少疾病用医薬品および治療用ソリューションを開発、販売している医薬品メーカー。
ASRV,AmeriServ Financial Inc,銀行持株会社。
ASTC,Astrotech Corporation,航空防衛製品メーカー。技術革新の開発および製品化に従事。
ASTE,Astec Industries Inc,道路建設および関連建設工事で使用される機器および部品の設計・立案・製造・マーケティングをしている会社
ASTL,Algoma Steel Group Inc,カナダに拠点を置く熱間圧延鋼製品の会社。
ASTR,Astra Space Inc A,宇宙船やロケットの設計・製造を行う宇宙サービス会社。
ASTS,AST SpaceMobile Inc,携帯電話向けに宇宙基地のブロードバンド携帯電話ネットワークを提供。
ASUR,Asure Software Inc,米国のソフトウエア会社
ASXC,Asensus Surgical Inc,手術用ロボットシステムの商業化と開発に特化している医療機器メーカー。
ASYS,Amtech Systems Inc,熱加工処理、シリコンウェハー製造機器や、太陽電池、LED、半導体の部品となる消耗品の製造をしている会社
ATAI,ATAI Life Sciences NV,臨床段階のバイオ医薬品企業
ATCH,AtlasClear Holdings Inc,最先端のテクノロジーを駆使した金融サービス会社を設立する計画で、中小規模の金融サービス会社を中心に、進化する革新的な金融商品の取引、清算、決済、バンキングのより効率的なプラットフォームを構築する会社。
ATEC,Alphatec Holdings Inc,医療機器持株会社
ATEK,Athena Technology Acquisition Corp2 A,ブランクチェックカンパニー。
ATEN,A10 Networks,コンピューター・ネットワーク製品とセキュリティー・ソリューションの提供会社
ATER,Aterian Inc,子会社を通じ、データおよび人工知能を活用した独自技術により消費者の要求を満たす製品を開発
ATEX,Anterix,ワイヤレス通信事業者。
ATGE,Adtalem Global Education Inc,大学やアカデミーを運営している企業
ATH,Athene Holding Ltd A,バミューダ籍の保険持株会社
ATHA,Athira Pharma Inc,アルツハイマー病やパーキンソン病などの神経変性疾患の治療薬を開発
ATI,ATI Inc,特殊金属メーカー
ATIP,ATI Physical Therapy Inc,外来の理学療法サービスを提供するアドベントインターナショナルのポートフォリオ企業。
ATKR,Atkore Inc,電線に関連する製品の製造。
ATLC,Atlanticus Holdings Corporation,子会社を通じて、貸主にローン商品・サービスの申込みに対応する金融技術ソリューションを提供
ATLO,Ames National Corp,2つの全国銀行及び3つの連邦認可銀行により構成される5つの銀行子会社の持株会社
ATNF,180 Life Sciences Corp,炎症の解決に向けた研究に注力する研究開発会社。
ATNI,ATN International Inc,北米、バミューダとカリブ海地域において無線･有線電気通信業務を提供している企業
ATNM,Actinium Pharmaceuticals Inc,バイオ医薬品会社
ATO,Atmos Energy Corporation,公益企業に天然ガスを供給している会社。
ATOM,Atomera Incorporated,半導体関連企業
ATOS,Atossa Therapeutics Inc,前癌病変の治療の研究・開発をしている米国のヘルスケア企業
ATR,Aptar Group Inc,ポンプ、注出口付き蓋ぶた、エアゾールバルブの設計、製造、販売に従事している企業。
ATRA,Atara Biotherapeutics,ヘルスケアサービス会社
ATRC,Atricure Inc,医療機器会社
ATRI,Atrion Corporation,カテーテル等の医療用製品を開発・製造している企業
ATRO,Astronics Corp,航空機器メーカー。
ATSG,Air Transport Services Group Inc,航空貨物輸送サービスに従事する航空会社。
ATUS,Altice USA Inc A,ケーブル事業会社。通信、メディア、エンターテイメントのサービスを提供する。
ATXI,Avenue Therapeutics Inc,主に手術後の中程度から重度の疼痛緩和に特化した医薬品の開発・商品化に従事
ATXS,Astria Therapeutics Inc,米国の臨床段階のバイオ医薬品企業
AU,AngloGold Ashanti PLC,金の採掘を提供する鉱業会社
AUB,Atlantic Union Bankshares Corp,米国で事業を展開している銀行。
AUBN,Auburn National Bancorporation Inc,米国の銀行持株会社
AUDC,AudioCodes Ltd,インターネット・プロトコル(IP)上での音声提供(VoIP)、データ統合ネットワーキング製品等の設計、開発、製造、販売をしている企業
AUGX,Augmedix Inc,医療支援システムを提供する会社。
AUID, authID Inc,ユーザーが携帯電話等を介して生体認証ができるIDaaSプラットフォームを開発。
AULT,Ault Alliance Inc,ビットコイン用のデータセンターを管理運営する会社。
AUMN,Golden Minerals,メキシコの鉱区に注力する貴金属採鉱会社
AUPH,Aurinia Pharmaceuticals Inc,臨床段階の新薬開発に従事する医療品会社
AUR,Aurora Innovation Inc A,自動運転に関連する事業を行う会社。
AURA,Aura Biosciences Inc,がん治療のための治療法を開発するバイオテクノロジー企業。
AUUD,Auddia Inc,オーディオメディア企業とオーディオメディアの消費者向けに、人工知能ベースのソフトウェア技術を開発。
AUVI,Applied UV  Inc,ヘルスケア関連企業。医療施設や商業オフィスで使用する感染予防向けの製品の設計、製造を行う米国の企業
AVA,Avista Corporation,発電・送電・配電のほか、天然ガスの生産・流通を手掛けるエネルギー会社。
AVAH,Aveanna Healthcare Holdings Inc,米国の持株会社。子会社を通じて、在宅介護サービス事業に従事する。
AVAN,Avanti Acquisition Corp A,ヨーロッパの多様な業界にまたがるビジネスに焦点を当てるブランクチェックカンパニー。
AVAV,Aerovironment,高高度飛行体 (ソーラープレーン) システムメーカー
AVD,American Vanguard Corp,主に農業・商業用製品を開発・販売する化学製品メーカー
AVDX,AvidXchange Holdings Inc,中堅企業向けの買掛金、支払等のソリューションを開発するソフトウェア企業。
AVGO,Broadcom,半導体メーカー
AVGR,Avinger Inc,カテーテルベースのシステムを設計・製造・販売している会社
AVIR,Atea Pharmaceuticals Inc ,生命を脅かすウイルス感染症に苦しむ患者の生活を改善するための抗ウイルス治療薬の発見・開発・商品化を行う。
AVNS,Avanos Medical,手術用マスク・手袋等の医療器具や滅菌包装材等の医療用品を提供
AVNT,Avient Corporation,北南米、欧州、アジア、オーストラリアで事業を展開しているポリマー製品メーカー。
AVNW,Aviat Networks,ネットワーク管理ソフトウェアの供給に従事する会社。
AVO,Mission Produce  Inc,アボカドの製造と卸売を行う米国の企業
AVPT,AvePoint Inc A,IT関連インフラ企業。
AVRO,Avrobio Inc,米国のバイオ医薬品企業
AVT,Avnet,IT製品流通会社
AVTE,Aerovate Therapeutics Inc,臨床段階のバイオ医薬品会社。
AVTR,Avantor Inc,化学品、試薬、研究用備品を製造・販売している化学品メーカー。
AVTX,Avalo Therapeutics Inc,臨床段階のバイオ製薬会社
AVXL,Anavex Life Sciences Corp,臨床段階のバイオ医薬品会社
AVY,Avery Dennison,感圧接着剤メーカー
AWH,Aspira Women's Health Inc,米国の診断検査プロバイダー
AWI,Armstrong World Industries,床材、天井材をデザイン・製造する内装材メーカー
AWIN,AERWINS Technologies Inc,エアモビリティ開発企業
AWK,American Water Works,上下水道サービスの提供を行う
AWR,American States Water,米カリフォルニア州にある水道会社
AWRE,Aware Inc of Massachusetts,ソフトウエア会社。生体認証機器業界向けにソフトウエアサービスを提供。
AWX,Avalon Holdings Corporation A,廃棄物管理ビジネスをする会社。
AX,Axos Financial Inc,BoflFederalBankの持株会社。
AXDX,Accelerate Diagnostics Inc,感染性病原体の感受性抗生物質の試験のための器具の開発・商業化をしている企業
AXGN,Axogen,再生医療会社。末梢神経再建および再生技術の開発・商品化に注力。製品は末梢神経の修復のために使用される。
AXL,American Axle &amp; Manufacturing Holdings Inc,乗用車及び商用車に使用されるシャーシ・モジュール等の製造、設計をしている企業
AXNX,Axonics Inc,米国の医療技術企業。身体に対する侵襲度が低い脳神経外科用の医療機器の設計・開発・商用化に従事する。
